size,distance_to_center,age,price
823,15.02,57,186403
952,12.58,11,170647
1060,25.21,43,267372
1051,11.61,33,202105
1427,3.1,58,284228
1892,8.96,59,353979
2445,8.14,47,251803
1674,19.0,6,220359
1238,2.52,28,348791
643,7.32,51,242218
1522,3.07,38,287188
1495,7.09,52,224930
1592,4.26,47,203203
3437,6.93,18,451532
2431,1.85,11,373811
2026,8.63,19,325424
1007,5.72,41,231482
1205,5.51,28,293506
1425,19.4,2,338644
1085,3.79,44,279021
1808,6.29,2,370362
1707,5.31,24,225830
957,5.69,27,225369
2389,23.46,30,338286
1542,5.18,8,298134
741,3.33,44,187893
1450,18.35,50,201417
1656,3.99,41,253116
2184,1.61,57,413873
1293,2.95,15,318827
2061,2.07,9,386069
1595,1.4,4,313884
874,3.84,43,278398
840,4.72,9,166144
2319,11.32,56,217632
2388,7.7,35,346235
1684,7.45,48,232326
2692,2.65,26,428885
2258,9.2,44,360170
1945,13.12,26,228856
1028,6.53,32,231288
2958,6.66,46,376734
1834,2.04,14,419812
1268,10.36,53,236276
1133,17.23,42,205883
1640,6.21,44,248223
758,3.27,14,157202
1958,4.42,5,311782
1010,3.69,4,240599
1716,3.85,38,265528
1201,7.8,9,265384
1331,6.02,59,202594
1093,10.0,57,236005
1387,6.42,1,330170
3151,2.71,43,420841
2576,3.49,15,327599
1705,3.34,20,279517
1465,4.35,14,259757
2074,17.4,49,202862
2326,19.46,53,238250
1062,8.9,2,271988
1435,5.38,16,253524
714,1.91,26,245142
2319,5.78,31,399508
3381,2.85,5,472076
1528,15.51,49,154712
632,1.61,56,233462
1888,6.48,24,406414
1031,2.69,51,283649
1135,4.92,40,223352
1901,7.9,35,328405
1638,10.13,49,242197
1217,4.75,28,248243
1141,8.44,32,202406
1556,3.12,16,234472
1256,5.88,42,237541
949,9.99,9,220353
1295,6.25,14,237857
1695,3.42,28,248743
1378,4.07,23,261707
841,10.08,14,150457
2198,2.31,11,386513
494,2.56,51,247754
1238,7.55,35,214913
1155,3.64,22,271645
1570,1.79,50,248568
1853,12.75,49,214328
2323,2.29,6,364813
1113,4.31,34,311885
1871,3.21,18,274823
1600,4.02,32,242369
746,2.67,43,228994
3165,8.17,0,504352
832,5.35,30,274021
1750,9.86,17,243963
1730,3.23,32,280495
1652,22.05,6,236407
1214,1.31,49,286163
2060,1.63,32,400384
793,16.9,12,119752
1441,6.9,46,238180
1181,6.29,2,307128
1128,6.7,35,227328
1757,7.39,30,277381
2277,6.11,2,304318
1290,2.52,14,313555
2022,8.78,4,421002
1510,7.87,43,231693
1035,13.46,42,182829
1335,17.03,5,185844
1313,6.24,6,274839
1120,2.1,52,325264
1757,17.13,12,237868
1625,2.43,18,292379
783,6.28,41,106625
764,4.14,3,234713
1754,3.66,56,213807
1068,8.46,1,265992
1670,5.88,50,301423
2023,7.09,21,271538
890,2.8,9,186625
841,4.38,22,208790
2892,2.89,58,445358
1703,4.31,31,240285
1251,4.56,3,300360
1018,18.01,56,229724
1206,4.13,8,223001
919,1.12,3,257515
2107,13.15,2,306883
1084,6.78,49,246348
2292,4.52,9,358363
1261,3.65,10,237839
975,2.55,56,243187
1248,19.23,36,276113
518,5.14,17,201780
1410,1.47,35,306092
1382,6.23,14,251049
2058,11.52,29,251539
696,5.53,20,164356
2356,2.64,37,378670
2055,2.48,45,387130
2442,2.61,20,356212
1449,14.37,8,237134
2220,4.71,21,332725
821,1.53,45,297556
1968,6.48,47,347465
1087,5.47,47,266849
764,3.62,58,214961
944,2.42,49,209263
1483,2.35,58,342316
1064,10.6,37,246048
1720,5.89,13,258302
718,6.92,36,153840
632,5.88,11,184738
2563,6.23,5,272894
2124,3.57,18,330569
972,4.29,21,178100
1478,11.19,42,204862
2225,13.33,21,222333
1750,2.11,0,366736
1570,4.28,55,262516
2294,8.91,35,404211
1105,18.49,12,303135
1498,17.24,15,245935
1469,2.84,7,348889
1327,12.09,54,229929
1266,5.16,13,243760
1524,10.29,56,209431
1500,8.6,15,284278
973,2.04,47,385341
2040,7.28,0,414341
1001,10.01,28,249363
1356,4.88,22,278384
1315,4.17,20,278045
1708,1.65,59,286569
634,7.99,43,208745
2114,5.73,15,334092
1129,2.6,45,251562
2411,3.94,7,358303
1222,5.52,55,263382
1451,3.35,25,254459
3182,4.96,11,441774
1324,1.46,16,346513
2429,12.74,9,273031
1503,5.01,55,223013
1747,2.29,18,283045
1522,0.89,8,300356
2077,10.18,48,313325
1125,7.32,12,252462
998,5.74,5,213659
1146,9.07,40,227669
1540,9.05,0,274411
1355,5.68,49,206586
1966,4.15,33,343810
2494,3.7,14,320350
1001,6.65,28,308399
1103,13.17,15,235914
833,4.61,31,198307
3334,13.92,34,358153
1672,6.43,46,254100
1793,6.47,27,316654
866,26.67,47,120488
1479,15.75,4,280556
1814,16.04,55,195386
1337,2.83,11,356481
2276,22.98,50,250890
3732,4.68,29,373193
1013,4.22,6,211520
983,1.09,21,280927
1042,6.22,55,176743
2814,2.32,50,470574
2246,6.59,43,303715
1402,2.2,22,302599
1502,17.43,35,214393
1067,7.29,13,223791
2113,24.43,38,256477
1271,2.42,15,331734
1334,14.65,49,208881
1888,1.4,42,386006
1373,5.73,23,250794
1347,3.18,39,283227
1486,3.62,19,275767
2034,3.45,9,319452
2860,2.61,14,443760
1870,2.05,16,426314
2041,3.63,13,309091
1366,5.37,40,259029
1115,11.19,44,221181
1922,6.09,27,322403
1585,11.21,59,236319
837,1.76,53,281979
1298,3.66,5,283769
1432,8.15,27,264913
1206,6.3,54,301616
2677,2.71,13,326377
1793,9.52,22,217736
2563,3.41,56,302350
1644,2.87,46,343934
1529,6.96,49,275827
1017,4.97,52,174781
1487,3.43,10,243417
1488,3.35,41,189694
856,2.34,48,228462
1192,3.75,13,294269
1300,10.7,2,307074
1746,5.88,10,270184
1780,9.69,44,223849
1173,7.11,41,236374
1785,3.23,53,265964
1376,1.56,19,399197
469,2.59,37,204966
1219,3.1,1,350376
2279,2.93,56,379274
755,9.84,33,231169
1548,9.77,44,247036
2790,23.3,17,328359
1091,2.9,4,352527
1481,15.15,3,245347
878,15.09,48,177104
2838,4.21,9,472817
1431,6.9,49,240008
1508,11.8,15,161184
2544,4.75,32,335632
1928,4.5,15,343725
1042,3.19,3,288292
1142,0.95,32,291171
1804,5.2,22,390274
1153,3.01,26,169827
634,2.33,36,253571
1449,6.66,18,264103
818,1.79,33,329604
2825,8.71,39,429451
1588,6.95,5,276933
1030,3.74,21,264750
1119,4.74,5,263588
695,2.15,0,346992
953,8.37,3,187757
2222,5.65,35,314646
3614,5.95,5,458658
1979,7.04,52,329759
1426,3.16,45,229237
1245,1.71,0,337318
1009,9.68,34,294729
3374,8.02,0,478433
1372,3.41,6,232907
3450,6.6,59,419035
2584,11.95,27,273107
737,10.99,1,227876
1134,3.34,51,227799
1132,1.75,55,244084
1433,1.97,32,335550
1445,3.98,42,260847
4907,13.79,46,398781
962,2.97,44,179983
1622,3.26,29,257325
1894,3.22,49,311244
1479,3.41,31,244943
1546,4.91,15,201441
974,2.02,0,239481
1544,10.58,21,250279
1816,4.48,4,351009
1687,28.09,3,238596
1859,2.18,28,444355
2604,15.07,56,345201
2153,13.12,6,272855
1523,3.71,16,202917
926,3.76,49,195063
1164,2.6,24,230755
1355,2.62,45,238693
1637,4.95,32,275718
1222,5.03,36,207418
1018,1.61,9,298750
920,24.67,21,123622
764,4.13,37,202137
1347,5.19,1,332683
822,3.2,11,176711
992,4.11,23,199262
1264,3.86,40,208997
867,4.94,30,171660
1723,4.9,43,208407
1990,8.7,43,349865
1188,5.81,1,236286
1242,8.11,54,227389
1835,4.92,49,335573
1112,5.82,16,294572
1082,4.18,29,276743
2388,10.0,18,317239
2108,6.21,54,298382
1882,4.43,22,375162
2143,4.34,23,307045
671,4.59,54,147616
2544,5.06,36,391394
1731,4.76,8,273689
2217,3.35,37,355033
1728,8.46,47,262744
1509,8.84,20,256395
1325,17.27,31,185367
1714,3.25,37,269544
1306,7.9,30,259307
2094,1.3,59,337355
784,8.85,30,158616
1191,1.79,38,308231
3354,2.49,47,408403
1152,6.25,8,254550
1345,3.21,2,279966
1039,2.91,58,285472
1693,3.53,43,255300
1102,8.25,23,283634
1374,2.58,1,312963
2078,4.77,9,373052
1119,3.8,0,281663
2029,8.79,23,406625
2056,8.97,33,317754
2257,1.37,9,328769
1565,10.29,38,271678
5412,3.23,57,426173
2257,5.84,59,365663
1685,2.57,49,301766
1042,6.42,26,348920
1423,29.55,32,232822
2618,5.41,30,379759
2933,3.59,9,410032
2674,4.21,51,338687
2026,1.77,40,395764
895,13.66,38,211637
1798,6.17,13,289500
900,2.38,9,127004
816,2.43,52,227390
1628,5.01,10,238145
1824,9.51,4,355640
2124,2.21,37,379230
1805,10.8,42,292144
1831,4.65,7,347698
998,2.58,12,230714
1419,3.57,47,184205
810,16.84,55,218256
664,1.87,28,225401
1990,2.97,47,365033
1095,9.65,19,341277
2098,5.76,42,296435
2306,2.85,33,379524
1155,9.73,50,248822
1874,10.06,46,193974
1136,6.25,17,194571
707,3.23,8,181698
1555,3.59,48,223013
1226,6.05,1,295100
1241,1.98,40,252836
3262,12.55,28,381491
804,16.28,4,128044
1725,4.2,41,237328
994,6.36,28,213686
2128,11.36,51,267480
1667,19.47,12,233814
1722,14.73,0,244907
1014,1.47,7,302708
1089,3.97,16,306890
2145,7.03,39,317220
3005,3.5,21,467168
1793,17.25,7,283215
1033,15.5,58,154036
1695,2.8,6,305130
3908,4.42,21,392845
1542,2.93,52,232930
2656,4.32,39,370097
1100,4.23,19,277986
1455,9.66,58,250011
1896,2.66,30,348751
1735,0.79,0,347997
1089,1.61,0,290202
1070,2.41,56,292935
2198,3.13,16,314861
2384,5.65,48,359930
2710,2.33,2,406200
3045,2.12,8,488787
1562,2.58,51,298867
1307,2.27,59,287119
2541,3.36,3,374002
1968,3.26,10,351543
999,8.02,43,145937
979,2.48,31,265311
1802,3.86,24,372826
1378,3.38,11,275099
1464,8.73,56,226541
2273,4.45,10,346627
2005,10.33,15,261177
2519,2.21,19,385487
683,4.78,8,154867
1638,3.31,32,312442
1954,2.1,20,463548
803,4.72,36,173250
1139,16.66,22,269874
1057,2.73,6,365398
1493,4.53,52,203610
2838,1.98,30,397979
3324,1.78,19,537638
1068,2.85,0,339607
1827,3.61,35,320259
1851,3.73,46,321798
1728,4.23,39,245974
1736,1.56,47,402459
1671,3.2,9,239833
2907,7.04,58,422438
2300,1.91,12,439105
968,3.86,16,248922
2035,6.08,30,381647
2115,2.86,0,403824
1679,6.29,26,254220
2327,1.71,11,307370
1595,9.22,44,237169
1603,6.4,45,241246
1553,5.15,36,288185
660,10.88,25,248228
1433,3.93,18,287029
1133,3.21,49,280684
920,12.95,30,179336
2627,17.97,29,323803
1811,3.05,6,340423
1462,4.57,13,303343
1180,10.29,21,270570
1666,4.69,41,254923
2200,7.51,50,261452
1063,8.55,59,281547
1477,3.34,25,274369
2094,6.64,27,366697
682,4.93,45,191914
1446,2.11,19,328465
1246,2.48,32,359424
1403,3.14,40,221990
1211,9.49,14,277770
1564,9.71,16,230457
3195,8.37,21,451913
1300,6.74,34,269548
1663,6.61,16,236023
3287,6.02,12,433559
1187,6.59,8,238389
3059,6.91,48,395635
1483,1.85,53,303482
3019,2.85,54,470199
1998,2.41,49,297021
1673,10.75,8,254078
1441,15.77,5,228473
1153,1.09,29,294256
1525,14.81,31,197168
2119,5.26,43,318275
1472,10.06,13,220125
1304,7.06,55,288393
1339,13.58,18,173521
2201,5.74,34,303370
2416,1.91,51,330797
1133,4.6,31,269828
1132,7.11,45,284578
1722,4.26,44,259118
2727,7.85,47,278403
2341,4.73,48,303689
897,3.26,23,169251
1331,2.32,21,329293
1020,3.76,48,222916
1330,5.72,34,206313
2812,1.26,36,502218
837,2.87,24,298003
774,1.22,12,243210
1062,3.22,27,264575
1660,11.45,58,162760
1897,2.16,17,311748
1763,8.1,16,189734
2369,36.39,7,273300
731,13.7,28,168298
2381,5.44,17,360756
1306,9.03,41,232489
1983,1.9,8,427534
871,1.65,14,283146
1483,5.05,3,277746
1627,6.55,2,251869
2350,10.66,48,182185
785,3.33,54,234475
1498,5.67,45,204184
959,5.54,51,123135
1812,4.52,5,344934
2020,4.71,53,263473
2477,2.72,27,394896
1195,6.02,46,227220
2144,5.68,36,375099
2551,3.64,20,371794
767,7.89,15,241926
1891,10.17,7,282837
2172,7.96,24,307383
1334,2.39,29,270598
912,5.31,58,159833
2158,2.62,2,495782
916,5.3,35,190530
1378,2.62,31,316118
1456,12.11,1,327706
1970,8.57,19,349675
1152,11.1,25,211551
1125,10.34,29,267745
1540,4.1,14,243717
2214,3.68,2,380986
3695,16.76,17,384461
809,4.41,50,161216
1679,1.92,48,297082
958,10.03,10,240801
2225,5.48,38,316191
1016,14.21,55,270041
1130,5.87,10,237561
1169,4.88,7,328478
1435,14.42,1,237491
1684,1.69,10,295033
1796,3.29,48,297313
1476,2.66,48,348984
869,1.07,32,281100
1980,9.13,20,298889
1449,3.35,48,243131
2355,9.33,11,340047
1115,6.5,8,227479
779,7.58,5,226479
1460,3.6,51,210485
2485,2.9,42,320957
1578,5.27,37,198407
1366,9.43,43,305067
1045,4.78,8,240601
2990,3.03,23,411398
980,2.14,48,190834
1107,5.71,55,291981
1859,3.36,30,287550
704,4.71,7,154242
2464,4.19,58,307770
1900,3.63,23,339180
2121,6.08,19,365028
1850,7.3,7,314327
1387,19.6,0,328684
967,8.42,36,174586
1399,15.11,36,201673
1002,2.79,14,268056
1798,1.62,9,280592
2044,4.9,31,295595
2672,9.03,26,368534
1717,8.09,18,221968
2142,11.56,13,269952
1314,0.84,51,250877
1222,11.91,59,175370
1789,6.26,21,302048
1268,1.68,41,350905
1648,8.22,51,288222
968,5.58,1,174089
1040,6.47,54,189361
1908,9.97,29,415178
2110,6.69,33,330335
997,1.77,32,197757
1935,4.48,14,381125
1196,1.6,46,292560
1490,7.8,43,261640
2609,13.18,5,189960
2044,2.08,33,377601
2035,3.1,57,356054
3176,2.67,52,435666
1117,3.6,37,306930
997,6.61,11,149963
1108,3.63,20,255721
1337,7.82,9,322507
577,10.44,49,116267
1362,10.71,46,230316
1190,2.26,54,312233
2025,13.07,3,308473
1704,13.82,57,210498
1164,14.69,57,186699
1874,4.44,40,327468
1976,2.93,52,366099
1088,2.49,26,255420
1215,2.29,18,351794
607,4.99,9,165418
956,8.97,1,176408
1099,12.36,2,247364
1524,3.53,41,206076
1014,4.82,20,250186
1205,4.6,3,242786
906,3.17,6,217022
1585,8.29,39,312479
1755,6.39,56,244022
1738,5.47,24,205117
1487,6.36,46,205297
799,7.62,58,188408
1155,7.57,42,165255
1257,2.75,43,243154
1259,9.28,36,197394
1525,5.92,58,244386
2618,3.65,17,422162
2048,5.84,46,272082
997,6.3,24,231020
1941,10.56,9,253572
1912,2.38,44,319833
1072,12.52,49,279436
2078,5.03,51,402074
1388,3.48,55,255650
842,3.4,44,193775
1775,2.46,31,312366
1614,1.46,56,284366
1351,7.96,12,272922
1458,19.82,4,295692
1110,1.6,25,373206
1889,2.55,34,370136
1454,8.38,40,244840
1582,4.8,48,236638
1707,8.88,1,328914
932,4.61,48,271203
1035,3.3,36,300225
611,4.23,57,210333
1855,0.93,20,424499
911,2.22,37,298162
1560,9.62,45,331748
1717,11.41,30,175955
1883,13.25,9,297784
914,6.74,2,131914
1442,1.02,6,346151
2887,3.18,29,450939
2938,12.52,38,344220
2197,15.43,34,173538
1694,12.86,42,219452
990,4.2,2,238468
1973,1.98,8,387601
1389,4.81,45,216385
1852,5.0,46,285922
1149,14.82,42,218032
1381,5.81,44,209528
1580,5.01,57,270753
1633,5.21,56,237009
1803,6.55,38,274462
1174,7.68,19,266714
864,2.98,0,295739
2835,2.36,37,541483
4006,12.93,25,400269
1770,1.57,8,275849
871,15.59,12,234181
1086,1.3,56,237330
1814,3.29,3,371070
2531,9.78,47,348654
911,4.95,54,235430
1408,1.97,41,361778
1600,6.68,3,338439
2091,5.19,50,314808
1290,4.26,39,282027
791,3.2,16,208527
1897,4.83,37,313041
2321,3.3,8,335606
1432,27.23,42,288317
1740,4.19,54,264554
1224,3.81,31,338255
1055,3.39,57,198865
2231,17.18,26,260500
1728,1.57,51,305779
1801,6.37,46,348209
2699,4.19,5,335562
970,1.83,54,260419
1187,2.79,54,320132
1576,6.18,21,207258
1181,2.7,47,318630
2024,5.94,13,380784
1373,16.62,1,281253
995,5.58,12,130081
1519,1.79,29,299480
1584,2.74,3,356641
2151,4.06,9,307103
1732,3.87,57,274895
1780,5.51,29,287724
1682,6.16,49,245110
1372,16.63,12,240662
1111,4.94,5,267329
1661,2.21,46,289845
1295,11.11,20,191151
2910,11.99,27,348655
2532,5.83,59,322754
1906,4.17,18,393906
1722,7.66,28,286297
1429,4.27,38,315948
893,1.17,5,196611
1357,7.35,42,226465
1541,9.25,27,338806
1622,13.58,10,211767
1786,2.97,25,281008
2139,5.8,27,329673
1122,5.89,38,336688
1126,5.26,56,214482
2644,5.37,45,341184
2015,5.08,22,354897
1266,5.74,58,166717
1418,8.32,47,239404
1420,11.64,1,248988
1499,2.92,6,335762
1788,4.39,13,326084
4080,3.68,5,416907
1597,3.33,29,246905
1929,1.6,20,485677
754,5.04,58,152961
1219,6.93,28,208965
2420,4.44,12,392347
1738,4.92,58,238075
255,6.64,30,210766
1938,13.3,4,389797
3188,3.69,4,406686
666,2.18,40,222572
2718,4.65,29,293021
488,18.51,37,192736
2154,2.2,50,348985
1475,7.81,40,195428
578,11.14,51,187826
1769,0.95,44,290392
2345,6.6,40,272437
1712,7.56,8,214766
1870,4.11,28,347896
1255,3.15,25,196510
703,3.28,32,208644
1952,3.94,23,390903
2980,4.01,37,455348
2325,3.51,23,316313
668,3.89,33,210424
807,11.4,23,132440
1055,2.12,54,295178
782,1.46,22,237579
1506,11.53,43,180504
1732,4.33,36,283701
835,3.77,23,124855
2019,4.58,48,274939
1882,5.73,55,279507
1188,3.43,45,220817
1381,7.06,56,289374
678,2.53,26,278661
1296,4.01,54,244001
1484,1.05,52,292210
1583,11.25,45,219553
1722,4.38,50,292129
1632,7.92,43,171003
1331,6.91,30,289319
1659,7.28,33,240688
2210,4.93,25,359113
1424,6.5,39,279295
1680,2.53,19,337863
1374,2.18,44,350178
1142,4.61,30,207900
1824,3.08,21,378206
1185,13.43,8,237573
1727,6.44,15,242487
1497,3.0,38,337282
1310,4.1,22,286672
1298,5.44,1,274146
1208,4.72,19,296377
766,5.99,21,198249
1725,5.2,14,243550
1623,1.87,17,286968
2079,1.1,42,381573
1196,3.81,44,216672
3159,7.33,57,415906
1271,3.84,7,293706
1043,11.77,18,244199
994,4.79,4,305107
739,12.81,36,180501
2732,11.09,0,356263
2561,10.34,12,312099
1882,2.13,35,447961
1034,5.01,21,334939
3054,11.66,32,298069
1286,5.99,38,270076
1329,7.3,50,235748
2630,1.87,23,394234
1926,18.98,16,259898
3570,2.85,32,459348
1635,1.23,4,298215
1262,3.87,2,293700
1158,0.89,27,345492
707,2.32,13,231239
1324,29.69,0,257516
2339,3.8,40,293473
1880,1.82,48,332214
1492,5.04,8,251026
994,2.64,33,263042
1620,9.07,59,287779
2219,2.66,16,344700
1758,5.99,43,238845
1582,2.22,9,354769
1076,30.55,55,175204
2094,7.05,0,418146
422,4.47,17,183319
1725,4.03,58,267030
4138,3.36,40,401713
809,2.91,12,267432
1344,2.85,47,351143
1475,16.04,53,215386
1230,3.36,29,297867
2240,1.12,9,400436
1788,2.19,15,280131
1573,9.48,56,234467
2036,4.15,9,332092
1490,4.51,18,206351
5281,11.23,8,382443
1572,2.87,6,335002
1600,7.71,31,290870
746,3.1,23,254332
1191,7.41,2,326249
2342,3.77,8,317084
867,4.18,2,215172
624,8.79,1,261872
1499,8.36,10,274808
2561,4.41,44,319322
1505,3.56,0,256760
1294,15.17,18,219832
703,7.48,33,222146
1773,3.77,44,165867
1928,3.14,40,231081
725,10.15,59,186348
2330,5.37,16,319727
2010,4.42,0,387804
2328,5.37,2,429913
1869,6.27,5,301503
1922,4.76,58,256555
1823,11.5,34,264496
2095,11.96,47,228977
715,7.19,59,179036
812,12.97,50,180445
1102,4.98,24,272414
1405,8.03,52,241757
1728,10.01,26,280210
1685,10.11,6,265486
2314,9.4,32,333106
2343,7.7,54,344139
1044,19.49,47,161266
1628,3.39,24,300422
1054,4.44,51,240843
1372,4.26,27,214374
1683,3.83,41,224167
378,1.23,19,289426
3883,12.97,11,335828
1856,2.42,18,405602
1166,5.58,52,273393
3200,1.83,59,460928
1288,7.65,15,227145
1560,2.86,9,307571
1218,2.24,4,286443
2866,5.67,45,391431
1419,3.03,31,217925
1571,3.31,33,258217
2395,5.59,2,321766
1870,8.67,4,373169
1448,2.79,54,333049
2308,2.47,34,435435
4086,5.04,13,382673
1680,7.22,12,234688
1551,13.79,14,272405
1584,2.34,3,366753
2500,3.96,2,346622
1164,11.28,43,201514
1324,19.71,15,243126
800,2.47,23,180334
921,2.95,32,269962
1203,6.47,19,301156
1447,3.31,28,245213
3003,2.91,51,406069
1834,5.88,14,393679
1027,14.65,47,228338
1106,1.98,15,336940
2565,14.14,11,224796
2323,3.31,4,319935
1497,6.31,41,255736
1240,15.08,24,279047
2321,6.22,46,277088
994,4.02,7,196131
1731,8.19,36,199685
3674,4.39,0,433340
1607,7.13,14,250233
1085,4.29,36,278574
1744,9.05,3,209980
1226,1.87,22,360175
847,2.44,33,243519
1959,1.85,43,419186
2314,4.76,42,346550
1307,1.7,8,342387
1272,3.05,4,366771
1007,2.28,22,280298
1394,13.95,14,245146
1182,2.48,18,272353
987,2.01,20,246116
3155,5.89,23,457363
1783,16.13,31,282838
1861,4.57,0,355474
2107,4.82,17,294218
2015,12.23,15,277785
1254,9.16,14,227617
1650,6.67,47,218040
1329,3.29,15,285525
1764,6.82,9,278453
1697,1.91,51,321699
1270,3.2,22,247185
869,13.49,11,218341
1569,12.32,45,220545
1364,6.73,39,249202
694,1.28,56,188245
1813,2.13,52,290582
2177,3.08,41,260570
4069,4.39,9,438187
1265,2.06,28,275514
1193,4.17,7,197479
949,17.07,32,164063
1609,6.56,55,250631
1605,5.77,0,305772
1070,2.43,52,288902
1380,1.57,32,307687
670,2.1,9,229540
2144,1.53,51,394088
1087,5.22,32,253281
1459,6.48,26,257099
836,2.52,29,289438
1172,5.49,8,290092
1323,13.85,6,232975
1473,19.5,39,227571
1793,8.49,52,227276
2632,4.38,41,243191
1984,8.3,50,361682
2175,12.76,50,228977
2639,1.22,1,452475
1859,13.98,46,256580
1458,3.38,46,292883
2216,3.41,20,360120
2273,3.86,24,374660
1918,6.2,44,297501
827,2.28,59,181154
1057,4.06,59,245605
1326,7.15,28,187146
2022,5.77,47,302217
1467,6.47,27,214801
2332,3.95,51,288092
2505,8.05,38,362636
2391,10.38,56,275138
2397,9.95,59,313845
977,6.68,19,212160
1795,9.56,58,219453
1160,9.11,41,332213
765,32.25,14,191431
1319,11.62,0,247567
2514,4.65,41,353263
1779,2.62,13,357127
3318,4.13,13,400579
1589,3.93,33,206094
3940,7.09,1,413622
1589,3.03,24,234541
1493,11.41,47,217937
887,1.87,1,218093
2308,1.58,37,374106
1210,4.51,9,252098
1142,2.75,51,302344
2471,2.05,23,413247
2352,3.17,48,335258
2328,2.91,43,438102
1280,4.99,52,281576
1450,3.21,31,268434
1445,3.4,29,223121
2024,4.94,2,344331
2755,10.07,32,220710
1715,13.87,31,245827
3261,5.49,36,442591
2119,5.8,7,373930
1347,4.36,32,270158
2062,6.94,27,380051
2928,6.51,35,470830
3292,12.53,39,325932
2379,1.32,21,370313
1495,4.2,30,259580
1357,6.28,23,233169
1863,4.86,45,310753
2891,2.57,47,471447
1760,1.99,17,305323
1775,8.71,15,260011
1511,2.92,40,254179
1298,1.45,46,309244
1387,9.02,0,306463
1562,6.83,25,231024
2943,4.57,18,380857
1344,2.61,45,336749
1511,4.57,8,326430
1047,11.6,46,228918
1971,1.6,39,376255
2557,1.66,50,409758
2835,3.19,59,427873
1605,4.86,28,251993
1862,3.5,41,356786
1392,7.77,42,209233
1828,10.61,50,228749
1678,6.02,31,273818
1515,7.33,6,264341
1564,5.99,58,264216
1773,4.99,3,335346
1315,2.0,57,231006
1343,2.41,15,311480
2930,1.92,29,552241
4377,4.46,57,387330
914,5.83,40,152839
894,1.8,35,164842
1009,5.21,19,263866
1420,2.68,17,332063
2118,2.34,1,441985
1875,3.2,35,300592
1585,2.26,25,309668
1829,7.57,13,348418
1122,4.4,23,261980
1342,8.76,56,198397
1468,3.63,50,242937
785,3.73,25,169046
930,18.38,58,88867
945,1.59,27,275889
2009,12.17,20,280321
1632,15.77,23,262492
1890,8.47,52,299690
709,3.93,16,223808
817,13.45,13,218840
1930,3.95,57,386651
487,3.02,44,210926
2415,3.77,45,334622
713,3.32,44,127564
2074,2.55,40,365952
1037,10.77,5,185938
2251,2.88,45,338882
5341,4.85,14,504292
596,1.8,7,211124
1955,5.06,58,230981
718,2.21,1,310900
1755,2.17,1,314423
1362,4.59,18,289184
1559,10.38,50,175535
1027,6.74,58,223815
2022,7.07,7,385443
829,4.52,23,149763
2432,3.92,44,313567
1256,8.62,38,271069
844,3.34,14,172669
2801,8.88,19,439194
1440,11.77,35,240594
3174,2.75,2,530312
2412,3.05,45,390003
1075,3.38,16,361658
1430,1.77,49,307606
1553,3.57,41,235805
2725,12.32,38,291754
1763,2.38,46,281174
1588,12.52,4,209679
1366,3.66,15,258229
1450,21.75,31,281120
2494,3.07,46,264339
1482,4.48,50,202585
1263,2.62,22,287885
1181,3.06,47,254149
1186,12.64,13,330325
844,6.9,4,199245
1096,10.18,14,243466
2695,1.97,54,370219
1362,7.83,32,248552
1962,2.51,28,388187
549,1.94,44,212339
1858,5.85,0,474233
1387,5.81,7,288487
1220,5.14,5,242666
1591,8.18,7,304976
1213,9.13,27,269754
632,13.86,16,182202
2140,2.15,47,363083
1631,14.17,50,210498
1305,18.5,55,173641
1005,3.83,11,196400
822,1.54,30,264088
1618,1.88,2,332700
2822,3.58,14,463342
1605,20.29,36,206183
851,5.01,25,158278
1619,3.22,41,269494
1449,3.07,50,228777
2091,1.96,3,452517
1886,9.14,56,321271
448,4.64,2,301345
1841,21.54,58,283718
990,7.69,38,215570
838,8.85,2,260397
1372,4.18,23,249629
1744,2.31,15,247569
767,2.69,47,243715
1962,1.9,13,463780
2008,9.37,49,232963
1508,3.78,18,277827
1046,9.65,59,181662
1000,5.45,16,259114
2231,4.04,41,323019
808,2.18,48,258380
2266,6.12,12,347986
1385,4.25,4,342193
1424,9.31,33,304323
747,3.0,40,172526
1395,7.62,49,281586
1892,15.62,16,263114
867,5.99,52,161575
1807,8.58,54,274233
1533,7.39,46,289854
1144,18.7,0,258599
2083,6.42,5,247982
613,8.08,59,200598
1700,4.83,44,223507
2829,2.88,37,468652
2633,2.13,54,361107
1730,12.02,2,257211
1312,2.45,45,393655
1147,8.35,39,323182
1311,6.63,50,266568
1840,9.42,46,329170
1071,3.45,29,302892
2004,2.85,4,429259
3474,6.46,54,441002
1444,4.04,45,261212
864,2.09,21,254877
864,19.24,59,195731
2019,2.85,18,374033
1445,2.47,22,312221
2102,4.18,58,282781
1195,11.91,40,187169
2063,1.09,52,273892
1389,11.23,53,237349
1104,2.62,32,337797
1260,5.96,16,301245
917,3.09,50,138107
3280,19.97,30,381716
1424,5.4,33,259972
1915,3.02,32,368028
1194,4.01,0,265246
971,5.27,2,217220
1348,5.61,36,200967
2299,6.73,47,292757
1201,4.95,27,260117
1045,1.89,11,316616
1575,3.9,24,195936
1807,7.57,46,300564
2855,3.1,6,436091
1705,7.93,33,313505
1915,5.06,42,287889
1973,4.25,24,358622
933,11.43,36,158660
1006,1.47,53,273060
959,3.09,12,166652
868,11.74,8,140315
