mileage,age,engine,horsepower,num_previous_owners,price
28502,8,2.6,153,1,18247
32731,3,1.0,255,2,18937
61063,4,1.0,186,0,17283
34744,3,1.0,222,1,17053
91582,5,2.6,125,2,12558
28505,3,2.5,198,1,24326
31784,2,2.6,151,0,27148
30962,5,1.5,166,1,13429
32993,4,1.6,240,0,24237
105813,1,1.9,137,4,13290
76126,1,3.0,150,2,23718
162260,2,3.2,109,1,9419
239749,2,2.6,189,0,12609
23825,5,2.2,124,0,15747
51497,5,2.9,196,1,21085
21518,8,1.8,75,0,11552
28443,7,1.7,174,1,17876
31537,8,1.9,121,1,13693
23388,6,1.3,182,1,14531
23474,5,1.9,149,1,15909
44311,8,1.2,125,2,13389
20916,7,2.7,132,1,23779
88387,5,2.4,111,3,7485
25785,9,3.0,187,1,20741
350353,1,1.0,102,1,1848
35740,3,3.3,137,1,26813
51555,3,1.0,165,3,16559
19796,8,1.2,222,4,13910
161823,11,1.6,149,3,1500
107328,1,2.9,139,0,17926
60345,10,2.2,162,1,9030
19096,2,1.8,60,2,20769
56809,2,1.4,96,0,17491
22359,3,1.0,133,1,18950
136441,3,2.8,117,3,10809
86373,1,2.6,77,0,18974
52407,6,2.9,188,1,20356
8906,6,2.3,161,3,18829
24627,8,1.0,156,2,13434
79334,3,1.1,118,1,14595
114578,4,2.3,153,0,17759
106555,4,1.7,173,1,14259
16084,12,1.6,138,0,10985
60541,0,1.2,170,0,21494
99793,2,2.7,114,3,9491
15354,4,2.3,154,0,19711
48750,2,2.4,201,2,23410
59378,3,1.6,205,4,21065
39714,4,2.1,209,0,26994
13406,3,1.1,162,2,19986
39027,4,1.9,151,1,21141
38983,6,1.0,129,0,12482
44194,3,1.0,68,0,14163
33043,3,1.8,89,3,18349
35950,4,3.7,142,1,26664
47677,4,1.0,145,0,19316
66817,1,1.1,213,0,20290
39612,5,2.2,209,1,18249
36799,3,3.2,119,1,20644
52294,9,2.1,186,1,15768
12776,6,2.5,128,3,23930
68454,9,1.8,180,2,11901
49001,2,1.6,186,0,26001
50401,3,2.1,205,2,21023
96039,2,1.5,127,2,7644
12494,2,2.5,195,1,27520
12311,9,1.0,65,1,11737
59377,10,2.6,208,0,14872
48777,2,2.0,148,1,19623
55222,3,1.8,149,0,18647
35472,4,1.0,60,3,10967
78045,6,1.3,132,2,10906
94169,1,2.8,210,0,16513
68788,1,1.9,130,0,18720
40840,6,2.2,182,1,13254
11210,1,1.4,151,1,27208
83991,3,2.0,197,2,16924
115290,4,1.0,158,1,15729
76971,5,2.1,108,1,14268
26482,4,2.3,152,0,20825
78562,3,2.2,222,0,24599
89533,7,1.4,172,1,11679
145972,5,1.8,144,2,14420
26548,3,2.4,251,2,20937
41834,4,1.9,202,0,22557
82709,5,1.8,186,0,14840
51030,12,3.3,164,3,11089
22423,7,1.3,182,2,13066
65527,9,2.8,184,0,15916
73501,3,1.2,60,1,14475
52134,3,2.5,167,1,23312
57165,3,2.5,142,3,20912
40900,4,1.6,127,1,17791
137970,2,1.1,141,0,10009
26095,9,1.0,79,2,7655
32496,7,1.6,68,1,17689
49399,3,2.4,206,0,22598
90695,6,1.2,170,2,7092
17185,5,2.1,60,2,15418
19590,6,1.0,124,0,17707
11773,2,1.8,189,1,24092
50155,4,1.2,137,0,14595
22408,4,1.9,206,0,26773
37451,6,1.6,197,0,18508
77883,3,1.2,88,1,12521
31285,1,1.5,143,1,22812
57635,2,1.3,129,0,16319
39753,4,1.1,87,0,15626
78470,4,2.8,84,3,17035
68363,12,1.7,113,1,9525
30201,6,1.0,121,0,10551
43562,4,1.6,162,1,18986
101785,4,2.6,196,1,22348
64560,8,1.5,173,1,14998
18437,3,3.0,183,2,24763
77569,4,1.4,138,1,19190
22943,2,2.4,177,0,18088
131762,10,2.7,143,2,7668
100395,5,2.3,130,1,8263
60049,2,1.0,235,1,17992
54724,4,1.3,60,1,15122
42348,6,2.8,65,1,18548
78823,3,1.4,167,1,15994
37814,3,2.7,138,0,24664
57808,3,1.7,85,1,17813
90251,5,2.1,102,2,5603
33081,3,1.0,108,1,16676
31845,3,1.6,190,0,23685
21246,2,1.4,204,3,12889
23268,4,2.2,223,1,26703
13631,4,2.1,78,0,18313
81705,3,2.3,88,1,10017
173900,5,1.7,85,0,5396
132950,7,1.3,207,1,13787
15705,6,2.1,168,2,16338
81421,6,1.3,153,0,10868
132650,3,2.8,160,2,19099
35604,3,1.9,147,1,19924
52628,2,1.8,99,1,25426
12021,3,2.3,173,0,25851
59083,4,1.9,141,1,19358
23283,2,1.0,95,0,16578
56372,4,1.3,175,1,17451
16434,2,2.7,130,1,26023
71682,1,2.1,160,1,24203
100424,7,1.0,144,3,7309
28332,3,2.2,190,2,15750
22118,2,1.6,159,3,21573
10837,2,1.4,110,1,21233
40680,5,1.2,164,3,8877
32626,10,2.7,165,3,13877
16552,3,1.0,173,2,21757
67313,3,1.4,196,0,21189
35775,8,2.1,122,0,12925
23086,1,3.1,180,2,28355
33249,14,2.4,72,1,8197
103768,19,1.4,144,1,5791
74761,0,3.1,137,1,23811
44756,4,1.1,215,1,8807
75612,2,2.2,142,3,15816
21749,3,2.3,177,1,21651
50144,3,1.4,70,0,14586
54345,7,2.5,134,0,20645
35281,4,1.6,111,0,21095
66490,2,2.5,261,2,24503
28387,4,1.0,119,2,13997
70043,6,2.2,153,4,6622
72135,2,1.7,155,0,15780
6361,1,2.8,78,2,21990
112782,14,2.0,126,0,7671
5806,3,2.9,168,1,25738
31849,4,2.4,153,2,16754
100482,3,1.9,60,1,6678
39257,6,2.6,124,3,15272
17565,12,2.6,195,3,19158
22796,6,2.3,176,1,16513
100592,1,1.0,204,1,16098
12771,1,1.3,105,1,16166
108043,3,3.0,207,2,16541
47165,3,1.1,148,0,16230
21275,1,2.6,221,1,27926
32591,7,2.5,150,0,22882
24051,2,1.5,60,1,15825
89891,10,1.0,188,1,7369
81854,13,1.6,130,0,3855
14714,3,3.5,133,2,24080
36956,5,1.4,84,1,7541
26789,2,1.4,222,2,18016
121231,6,1.3,126,0,10243
19052,3,2.9,220,2,29365
150687,2,1.8,130,2,1855
47891,3,1.6,108,2,15417
21734,3,3.0,209,2,22159
30512,3,2.4,146,2,17244
27969,7,1.4,147,1,11000
20085,2,1.1,92,0,10366
52385,12,2.8,129,1,11263
20753,2,2.0,169,2,18447
10654,11,1.0,91,1,8859
37579,2,1.0,125,1,18130
13877,4,1.2,131,3,20035
28954,3,1.1,152,3,14936
25942,3,1.0,216,2,14015
26639,7,1.2,136,2,12588
198923,11,1.4,118,0,1500
50995,9,1.7,273,0,18543
58206,3,3.2,130,1,25951
14136,5,1.8,141,0,18856
31014,2,1.9,133,1,19297
56994,2,2.4,137,2,18019
23928,2,1.8,153,1,21714
92562,3,2.3,191,3,9006
21122,5,2.2,168,0,13839
40116,1,2.1,198,0,23354
32524,4,3.9,196,1,21935
54996,11,2.6,159,1,14656
31308,8,1.2,166,1,14222
40553,3,2.3,199,1,20797
41552,1,1.4,99,1,18066
29317,5,2.3,262,1,22992
68841,1,1.0,126,2,20631
57923,8,1.2,134,0,12777
46072,3,2.2,95,0,18082
36267,13,2.7,96,2,14820
85612,1,2.4,193,1,18828
41560,7,2.6,252,1,20146
39549,4,2.3,124,1,19287
52748,3,2.1,165,1,20984
160750,1,1.6,159,1,10491
19182,6,2.6,195,0,25419
84027,6,2.7,249,2,15638
13027,13,2.0,218,1,11518
57073,8,1.9,139,0,13708
147643,3,3.1,173,0,17144
69014,2,2.0,178,2,16535
55239,1,2.1,149,1,17635
33113,10,2.3,100,0,9360
50097,2,1.9,114,3,15502
41091,10,1.4,201,0,5712
28277,6,2.3,206,2,15866
40018,5,2.0,140,0,14234
56323,3,3.3,161,1,28019
28651,6,2.6,203,2,19812
27878,4,1.6,73,1,18655
18917,3,2.5,129,3,23826
64441,6,2.2,240,1,16706
71806,4,2.9,163,1,22670
57650,2,1.6,99,0,20672
96338,6,2.1,155,0,14019
52130,4,1.9,195,0,17128
64499,6,2.0,60,3,8178
60638,3,1.4,157,3,13227
45978,2,2.4,133,2,20140
33807,12,2.3,76,1,3951
230938,11,2.9,153,2,6556
35726,7,2.0,143,1,16285
30757,3,1.7,148,0,19807
66423,3,2.6,134,1,21837
58471,10,1.4,104,1,10091
18336,3,2.8,84,0,24303
107567,3,2.8,118,1,10429
45892,13,2.9,188,1,12611
22524,4,2.3,160,1,15688
112662,12,1.7,146,0,9880
75960,1,2.1,103,0,24650
20227,6,2.3,133,2,16205
170080,15,1.6,183,0,2632
77742,4,2.9,172,0,20594
48672,3,2.4,128,0,16204
149216,2,1.4,60,0,3827
54803,8,3.3,119,1,18455
48066,2,2.1,128,1,22308
30877,4,1.2,109,2,18228
73665,2,1.4,131,1,15709
68433,11,3.0,186,4,6488
49527,8,3.3,148,2,15022
28198,4,2.7,194,1,27791
53688,2,2.9,82,1,22039
46683,11,2.9,136,0,13190
19275,3,2.4,62,2,16796
17496,2,2.2,130,0,19522
72809,1,2.4,102,1,18050
7932,3,2.5,207,2,31390
56601,1,1.5,168,1,27336
35078,3,2.5,195,1,22795
122488,7,3.0,130,0,11015
34702,3,1.9,104,2,17042
77779,5,1.8,102,1,13691
37129,2,2.3,161,1,21400
53083,4,1.5,231,0,24066
82107,14,1.1,168,0,2614
35461,3,2.8,133,0,26190
98477,5,1.7,141,0,10847
24450,1,2.0,148,4,20459
60247,11,1.6,241,1,12576
93512,3,2.9,205,0,18956
77810,8,2.6,161,0,13924
187495,4,1.8,154,3,11465
28726,6,1.2,163,1,11810
18668,6,1.8,172,2,17343
24439,3,2.4,131,3,20541
77832,8,2.1,112,0,12352
69462,2,2.1,196,2,16979
52658,7,2.1,150,0,14570
22335,3,2.5,192,0,23672
83851,5,2.0,224,3,10094
20799,3,2.3,173,0,20455
110333,4,1.3,166,2,13375
362292,2,3.8,294,1,15477
63355,5,1.8,159,0,13721
73730,4,2.1,100,1,15639
34717,3,2.4,137,0,18813
13805,4,1.7,219,1,23457
32147,4,2.0,91,4,13665
22810,3,2.0,116,1,16711
17802,4,1.4,199,0,22295
163677,2,2.3,137,1,3253
59337,18,1.0,145,1,8044
63945,8,3.2,198,1,20174
39485,5,2.6,117,1,18426
43433,9,2.4,83,2,14953
96296,1,1.0,87,1,6823
47923,0,1.4,176,0,15301
71074,3,3.0,161,0,22344
42736,1,4.9,118,2,21161
38580,3,2.8,97,2,12878
18309,5,2.7,137,2,24475
12278,7,2.4,200,1,20899
40819,2,1.4,112,1,18027
50998,5,2.7,120,1,17886
19924,4,1.2,96,0,19432
47851,5,1.2,133,3,10433
50900,3,1.1,165,2,18485
10837,10,2.7,245,1,20322
25833,4,2.0,159,2,18178
65191,12,2.1,147,0,10507
64275,2,2.0,188,1,24303
21860,6,1.2,181,4,11348
54770,4,1.5,124,0,16145
100276,3,1.6,253,1,14930
84453,6,1.0,148,0,11162
45857,3,1.6,160,0,19438
35327,0,1.2,174,1,21089
31554,0,2.4,165,2,18784
68014,9,2.5,218,1,21782
56194,9,1.1,123,0,9653
76159,13,1.8,185,1,10923
53761,4,3.3,157,3,20536
86954,2,1.3,194,2,16277
52376,3,2.3,140,1,23074
84904,4,2.1,134,0,12659
90181,2,2.8,182,1,15948
27912,12,2.2,166,5,6704
13825,17,1.7,113,3,11551
144414,5,2.0,210,0,14040
58668,4,2.1,182,1,19491
14762,2,1.9,146,0,22114
29742,11,1.1,128,2,5803
84146,4,2.9,166,1,24452
40304,3,2.7,179,0,22385
34253,5,1.3,78,2,10483
130694,3,1.8,166,0,12754
23550,4,1.8,179,2,19966
28037,1,1.2,60,2,15555
56838,8,1.0,158,2,15660
64428,4,1.5,181,1,15207
69385,8,1.8,176,2,12045
92768,3,1.0,186,1,11738
56331,4,2.1,135,1,16849
69048,2,2.8,103,1,19743
40886,7,2.6,69,1,15902
51220,2,1.9,199,2,17505
52853,3,1.0,181,3,18522
56986,4,2.5,202,3,25821
84185,4,2.1,117,1,15230
72301,1,2.3,186,0,26216
50561,3,3.4,82,3,16493
27822,7,1.4,110,0,12489
51398,3,1.0,155,1,21019
48068,3,1.3,179,1,20812
56118,4,2.3,225,0,25340
229708,4,2.0,139,1,9194
33974,2,1.1,111,1,18622
65880,4,1.0,108,0,15173
103561,8,1.8,119,1,12557
52501,2,1.1,249,1,23747
251825,3,2.4,184,1,5034
37623,1,1.7,200,0,19360
61504,7,1.6,139,0,19788
28024,4,1.5,149,1,20690
38327,2,2.2,181,0,20162
58352,4,2.0,127,2,16904
88646,2,2.1,136,0,10339
61289,2,2.1,119,0,19091
118347,1,1.9,129,3,10543
45868,2,1.3,152,0,17691
38850,10,1.5,113,1,9465
325393,2,1.7,162,0,1500
64599,5,3.4,162,1,21084
29624,2,1.1,141,3,16202
30152,7,1.7,112,3,13668
25339,2,2.1,154,2,17661
94428,4,1.8,127,3,13932
37984,4,2.8,152,1,23992
53591,18,1.8,199,1,12655
46889,6,1.8,93,3,13478
81800,3,2.6,247,0,23616
27099,6,3.3,146,1,24004
23088,16,3.0,168,0,13224
57354,1,1.9,116,2,19042
74657,2,2.0,201,1,25262
61868,3,2.0,144,1,18933
27816,3,2.1,132,0,21289
78766,3,1.4,124,2,15558
29123,2,2.7,137,6,19040
34027,10,2.1,168,0,13505
25317,1,2.0,157,4,20506
121882,3,1.1,148,2,3604
76373,8,2.0,117,1,14943
74869,4,1.0,115,0,13962
117365,2,1.6,129,1,13547
351109,1,1.6,170,3,12483
14817,3,2.2,179,2,26054
29235,2,3.3,185,2,23943
31846,5,2.4,149,2,12816
27022,1,3.0,167,2,26314
23056,7,2.5,142,1,16910
39745,4,2.8,71,1,26993
20918,5,3.3,140,2,20685
61977,10,1.5,133,1,10751
50827,3,1.4,103,1,18582
68646,2,2.5,124,2,19990
69941,3,2.0,156,0,16910
74764,3,2.2,99,1,12436
37745,4,1.8,118,4,15247
216381,2,1.6,219,2,6049
57762,1,3.1,77,3,24108
13309,3,1.2,141,3,18262
24302,5,2.5,97,4,15594
14496,4,2.4,116,2,21507
49619,9,1.0,141,2,8079
45014,14,1.4,105,1,9322
35316,7,1.5,175,2,13733
200315,10,2.4,210,3,3593
71990,7,1.7,187,1,19165
81492,12,1.9,196,1,10952
25546,13,1.0,87,0,6932
24357,7,3.6,139,1,19616
50300,6,2.0,171,1,18359
55331,3,2.3,189,1,16917
13367,4,1.6,228,1,21961
43208,3,1.5,198,1,20241
49506,6,3.3,190,0,17368
42167,2,1.0,268,1,20360
27739,3,2.2,154,2,17304
33601,1,1.2,136,0,20297
43312,12,1.7,157,1,10567
52237,3,1.6,108,1,20913
74858,5,1.3,153,3,13522
104464,10,2.0,72,2,2982
39893,5,1.0,126,2,10446
35621,10,1.8,144,2,8701
66593,2,1.9,192,0,20685
75176,18,1.0,199,1,16266
36172,8,3.1,106,1,14536
85244,5,1.6,243,1,12474
97315,10,1.8,156,2,2997
121076,2,1.6,160,2,10473
170216,3,1.9,77,0,4384
26729,10,2.9,122,1,12227
49500,1,3.7,197,0,30150
49409,6,2.5,157,4,17134
45768,6,2.8,154,2,20465
31117,14,3.2,160,1,17808
17328,1,2.2,85,1,17722
52306,11,3.1,145,0,16064
28628,3,2.6,213,0,22164
52062,3,2.1,198,1,21563
28118,2,2.2,144,1,19137
22702,2,1.0,220,0,19524
57757,5,2.2,93,1,10778
54483,2,1.0,106,2,17256
73533,6,1.0,233,2,11263
226410,3,2.1,176,1,8656
59522,2,1.2,137,0,13530
68841,3,2.0,147,0,19365
23056,5,2.1,113,1,18900
19913,3,2.1,162,0,28264
148446,4,1.4,158,1,10193
25682,6,2.6,150,1,17738
23605,8,1.9,97,3,11103
47697,3,2.3,161,1,25467
46021,2,1.2,126,1,16609
26062,4,1.9,105,2,19336
39597,5,2.8,207,1,21959
115909,1,2.7,247,1,17911
27883,2,1.4,237,1,15460
18479,2,1.6,179,5,17837
94827,3,1.3,138,2,12932
69189,2,1.5,146,2,18524
31749,6,1.0,168,0,16675
16195,1,1.9,131,1,20884
29107,1,2.4,209,1,23456
47179,3,1.5,60,1,18747
110854,4,1.9,136,1,12852
23727,1,1.8,186,1,23420
46204,3,2.7,111,4,16630
78637,3,1.6,139,0,21236
9256,3,1.6,176,0,23776
101078,4,1.4,218,1,17748
21424,3,1.2,91,3,16407
61845,10,2.4,88,2,6570
58260,6,1.9,107,1,16718
104737,2,2.0,80,3,5925
72088,4,2.9,84,0,23084
9282,4,2.9,106,0,19752
28301,9,1.0,205,1,13284
54000,3,2.5,135,2,27339
42766,7,2.2,151,1,17057
68482,4,1.7,107,1,19738
85182,10,2.2,178,2,4280
75050,9,1.0,234,0,13284
42192,5,3.0,110,1,17639
13461,3,2.4,227,0,24142
35637,6,1.4,166,3,17266
65608,4,1.6,150,3,20547
22849,12,1.0,168,1,9312
76259,4,1.8,167,1,20174
92584,3,1.7,233,0,15385
53573,3,1.1,173,1,14893
5740,2,2.5,174,0,21916
20037,6,2.9,131,0,20788
183566,2,2.0,187,2,5790
33437,8,1.8,106,2,9399
12223,2,2.3,154,1,16882
116386,4,2.0,279,2,20604
49481,8,1.2,60,1,9496
106240,1,1.5,160,1,15300
59508,15,1.8,162,2,8700
67574,3,2.2,139,1,19084
63202,4,2.0,140,2,16219
79876,6,2.1,154,0,15428
241397,6,1.0,138,0,6082
96732,5,2.5,159,2,14080
16216,8,2.0,128,0,16507
67014,6,3.8,241,1,23748
108992,12,1.7,138,1,8325
113765,6,2.2,175,0,9906
36365,14,4.0,119,1,13497
110797,7,2.1,191,2,10420
93846,1,2.0,183,2,13524
296784,21,1.3,168,0,4124
28998,3,3.1,103,1,22987
34365,10,1.2,116,0,12890
39565,4,2.3,225,0,22298
34781,8,1.7,115,1,14033
26291,2,1.9,178,0,20290
7087,6,1.0,107,2,13566
36160,3,2.9,195,1,25657
63484,11,1.8,119,1,7090
34708,5,1.1,106,2,10097
189997,7,2.9,117,0,8199
49481,1,1.6,125,1,24324
121021,4,2.2,168,6,8225
58864,5,2.6,153,1,19982
87420,5,2.3,100,0,6704
59603,7,1.0,148,1,14520
127790,3,2.5,98,1,12442
50978,4,1.9,178,0,15798
69375,9,1.8,187,2,17465
63350,1,1.9,148,0,16149
40062,6,1.0,162,0,13781
65087,3,2.1,228,1,23567
234232,2,1.0,142,1,7201
40567,5,1.8,107,1,10184
65750,9,2.1,176,1,14989
118236,8,2.8,99,2,15679
108899,4,1.4,140,0,16578
49424,7,3.0,123,1,21891
9243,7,2.7,118,2,25943
70381,4,1.7,138,1,17868
10366,2,1.2,190,2,20630
137167,3,1.0,199,1,9605
55195,7,2.2,191,0,11792
98693,4,1.5,165,1,16224
26069,2,2.8,138,2,16654
16535,1,1.5,60,1,20997
58837,7,1.4,166,2,8809
47881,3,2.2,60,2,16397
34749,5,1.5,63,1,10943
52013,9,2.0,142,2,9296
340171,2,2.7,161,3,10994
87918,4,2.1,129,1,13860
102196,4,2.1,219,0,16989
88499,5,2.1,170,1,10155
138084,9,1.0,138,2,11012
42913,2,2.3,212,1,22036
11633,6,2.1,220,0,18567
42958,8,2.6,173,0,15404
86527,4,2.4,115,0,21226
24863,4,1.9,125,0,23698
43327,5,2.7,84,2,19627
30204,5,1.8,148,2,12182
140283,6,2.2,102,2,7807
82836,6,1.8,135,3,11051
77348,2,2.3,161,1,17595
75744,8,1.7,60,2,8826
47759,9,3.2,93,0,21436
56290,5,3.4,127,0,18672
21383,1,2.6,147,3,22110
10609,4,3.1,127,1,27691
54451,5,1.0,137,3,10175
61500,2,1.0,118,0,11591
114288,3,1.8,84,0,6182
147257,1,2.0,125,1,11958
147119,6,1.9,140,1,12249
24376,4,1.0,136,1,17509
38308,1,2.8,155,0,29719
68612,5,3.5,168,1,19447
288466,4,2.9,180,1,14735
138146,6,2.8,121,1,18242
107320,3,2.2,79,1,11316
37367,2,1.4,207,1,18676
26416,2,2.1,167,0,20740
85155,3,3.5,107,0,17521
22686,4,1.8,162,1,16954
41485,4,1.7,198,2,24933
45236,3,2.8,227,1,24455
149498,3,2.8,161,0,16067
38242,3,1.4,197,2,13621
8888,20,1.8,95,4,9691
69780,2,1.6,148,3,14925
30052,3,2.0,134,0,23214
50505,32,2.8,165,0,19443
46134,5,1.4,222,1,17074
40473,1,2.8,161,0,27117
85241,7,2.1,107,2,8741
16764,2,3.6,93,1,24171
34135,7,2.2,224,2,17243
79128,3,1.9,173,1,20414
31892,3,2.4,170,1,22554
15896,11,1.8,134,0,10224
78275,6,1.0,162,0,17680
107598,8,1.8,105,1,9593
47500,5,1.8,167,2,12645
12424,3,1.0,97,0,19316
80352,6,1.9,133,2,11056
15337,9,1.0,121,1,10788
60849,4,1.8,60,2,14097
26338,13,2.2,134,2,3089
21766,7,2.1,109,2,11080
35978,5,1.7,140,2,12118
43117,5,1.9,150,3,14743
31227,4,1.5,229,0,19900
74020,2,2.0,163,0,18512
35873,4,2.0,165,3,21709
97356,5,1.4,172,0,15820
59684,3,2.2,189,0,18367
30082,5,2.2,170,1,18648
26738,4,1.9,162,0,20829
15471,7,3.7,182,4,15113
60084,6,1.9,60,2,9322
38245,4,1.8,244,3,13250
9315,1,1.7,221,0,27938
33691,13,1.3,159,1,6078
26089,4,2.5,86,0,21914
147705,4,1.5,204,2,22547
14884,3,1.6,118,0,25022
17873,3,1.6,174,4,17302
106614,11,1.3,92,3,1500
126719,10,1.0,250,1,11232
29100,5,1.7,85,1,11037
31493,4,2.6,153,2,24567
75460,6,2.1,60,3,18139
9614,4,3.1,148,0,27628
13321,3,2.5,130,0,28360
40275,5,2.4,201,0,19700
145062,3,3.3,130,1,13007
36133,5,1.9,201,0,17755
52609,5,2.0,103,1,11698
108407,6,2.0,137,2,13334
214232,3,3.1,138,2,5427
32735,6,2.0,172,0,17912
48446,2,1.5,166,0,22809
175507,3,2.4,182,1,5730
16889,3,1.4,162,1,18557
100640,2,2.4,179,0,11445
24032,8,2.3,109,2,10538
52666,2,1.9,167,0,20400
41364,2,2.4,222,2,17867
25069,9,1.0,74,0,9108
24632,3,2.1,172,1,21527
59485,4,1.7,180,0,21943
98408,2,4.0,215,1,16216
44765,7,2.1,182,1,12343
51486,7,1.6,154,1,18547
73117,6,1.0,169,0,12948
24831,6,2.9,116,2,22135
82271,4,1.8,132,0,15129
86989,3,1.4,89,3,11009
303318,2,2.2,216,0,6900
37674,9,2.5,170,1,20708
35573,7,2.4,108,0,22931
83975,2,2.0,162,1,15487
86974,4,2.1,202,1,20750
33706,3,2.2,194,3,19546
36967,2,2.2,108,1,21174
71595,4,2.3,60,1,11970
27465,3,2.8,167,0,28872
36776,2,2.0,110,0,19152
52193,1,1.4,178,1,20670
98435,1,1.9,192,3,16018
32105,3,2.5,200,1,25359
13498,4,1.0,228,2,17970
12815,2,1.0,205,1,15591
20300,6,2.6,228,1,26405
19551,4,3.1,212,0,27302
43992,6,1.1,215,0,13917
21328,4,2.1,148,4,14601
29973,2,1.7,91,0,21391
28513,4,1.8,261,1,21604
36013,2,2.2,152,1,21170
123717,6,1.1,205,2,9313
77914,2,1.2,125,3,12112
49577,7,1.8,193,2,17543
35499,3,1.9,60,2,18057
36197,8,1.2,131,1,11231
61661,2,2.6,145,0,23255
73785,2,1.7,170,2,18842
25969,5,1.7,198,0,18052
50288,9,2.2,100,0,18928
11823,12,1.9,179,1,13060
56851,4,2.6,205,1,24324
83575,13,1.3,255,0,7711
40293,3,1.0,181,0,16074
174829,8,1.8,129,0,2064
26453,2,2.0,92,4,14594
57079,5,1.1,232,3,15778
47806,1,1.0,183,1,21496
45697,2,2.1,149,0,19313
45250,5,1.5,77,1,11063
52837,2,1.0,108,1,16871
88749,5,2.7,178,2,15764
128593,7,1.6,165,1,13637
48943,3,2.8,62,1,21669
86744,2,2.0,178,0,17824
29994,3,2.2,79,1,20666
83798,2,1.9,210,1,19230
28756,4,1.0,159,2,17471
105183,4,1.2,129,0,9013
230371,3,1.9,194,0,9953
45005,12,2.3,165,0,10205
10564,2,1.0,209,3,20468
33401,10,2.0,153,1,7407
116112,2,1.2,156,0,14404
72196,4,2.2,137,0,12924
58351,9,2.0,161,4,16050
99316,8,2.5,226,3,17842
68810,3,2.7,127,0,18046
114967,6,2.3,179,2,16460
93301,5,2.6,110,0,16084
142228,3,1.8,60,0,2404
63016,6,4.0,159,2,17213
92381,13,1.1,166,0,6816
39537,5,1.6,145,1,19633
32176,6,2.6,82,1,16436
161900,6,2.5,163,3,3272
57030,1,2.3,161,1,26477
86113,5,2.5,110,2,14545
53456,2,1.0,89,1,10088
32514,3,3.1,138,2,22496
49399,16,1.9,179,4,8991
133946,3,2.9,168,1,14728
72306,2,1.0,110,3,12731
14793,8,2.2,156,4,13155
42164,2,1.6,189,1,19856
170690,3,2.4,97,0,5296
42207,9,2.2,152,0,17530
13900,4,2.3,210,1,18430
184450,1,1.3,92,0,5899
79037,6,2.0,201,0,18249
46676,3,1.9,222,2,20582
37797,11,2.3,140,4,5687
104573,3,2.7,134,2,16569
33543,8,2.1,196,1,20241
109510,13,1.1,141,5,1500
71649,2,2.1,60,1,16592
58178,3,3.8,145,0,25279
54277,5,3.2,171,1,23336
43369,2,1.0,183,2,14951
101920,5,2.0,110,3,6684
26749,3,2.7,137,2,22295
15750,3,1.9,193,0,20481
75365,4,1.7,147,0,14547
76257,4,1.8,81,0,15379
68608,4,2.4,205,2,20692
65212,3,1.2,140,1,21084
39168,3,2.8,199,0,23198
85070,4,2.0,87,6,10299
47482,4,1.3,144,1,17708
34857,3,2.8,172,1,22538
39406,5,1.0,146,0,11562
201682,1,1.6,96,0,8217
14552,2,1.6,60,1,16306
69553,3,3.5,218,3,22121
15132,2,1.5,161,2,20323
45444,11,1.0,202,1,10866
36187,4,1.6,191,4,13441
11389,4,2.3,176,2,20952
64365,3,2.5,135,3,18322
37570,4,3.6,172,0,22449
11277,2,3.0,214,0,29891
88229,4,2.1,153,0,15905
133853,2,1.4,235,1,15722
139119,3,3.1,82,0,12779
63023,0,1.7,77,3,21230
50627,2,1.5,194,0,22806
124207,10,1.7,113,1,5856
159160,7,1.1,241,2,2940
108390,9,1.7,210,2,12037
25359,10,1.8,221,2,9798
56440,6,2.5,189,1,19241
66680,3,1.7,108,3,17129
13811,2,1.1,75,2,12626
68087,8,1.0,217,0,13325
240648,4,2.1,82,0,6429
76722,20,2.1,221,0,11994
137501,3,1.6,180,1,9979
55716,14,1.7,146,2,7123
46571,4,2.3,169,2,18908
64016,9,3.0,170,0,18985
27692,12,1.5,140,2,8712
24968,2,2.1,214,4,15130
118944,3,2.7,212,0,14788
128109,2,1.5,157,1,16312
24495,2,2.0,123,1,16946
96529,6,2.0,208,1,8473
46125,3,1.1,60,1,15655
62184,4,2.1,169,2,16800
67653,6,2.0,183,1,17099
98326,1,2.4,112,4,9136
51943,9,1.2,193,5,12664
131546,3,2.0,148,1,10690
60875,6,3.0,125,1,18183
75881,6,3.5,193,2,22159
27356,10,2.9,101,0,7484
222139,4,1.2,189,0,6856
68109,1,2.3,60,1,17737
80748,4,1.7,162,0,12127
15903,5,2.2,151,1,16831
27559,2,1.5,125,0,17304
116601,4,1.0,167,1,16946
59923,3,1.8,146,2,17659
12840,2,2.5,197,1,26877
101397,6,2.2,175,1,11800
33501,3,2.3,170,0,17470
131652,3,2.2,163,1,13616
46097,3,2.3,128,3,20365
56573,9,2.4,136,1,12049
111889,4,1.8,161,0,20380
26153,4,2.1,142,0,17582
24465,3,3.2,200,1,23118
42721,5,2.1,154,0,16801
87467,10,2.0,166,2,7385
19310,6,2.1,86,2,14401
15250,6,1.8,192,1,18394
87256,6,1.7,123,1,14120
32141,1,2.1,103,2,18031
37251,2,1.6,224,0,21548
13362,3,1.9,181,3,25664
30476,2,1.4,193,0,15447
48761,2,2.1,170,1,18953
94020,1,2.4,145,1,16412
